BRAND,CATEGORY,COLOR,CUSTOMER_ID,ORDER_COUNTRY,ORDER_DATE,ORDER_ID,ORDER_STATUS,PAYMENT_METHOD,PRODUCT_NAME,QUANTITY,SHIPPING_METHOD,SIZE,SUB-CATEGORY,UNIT_PRICE
Mango,Women's Clothing,Pink,2300,Switzerland,2023-03-28,ORD-605,Delivered,Credit/Debit Card,Pink Silk Blouse,5,Standard,Size XS,Tops,199.99
Levi's,Women's Clothing,Light Blue,2334,Canada,2023-03-29,ORD-201,Shipped,Cash on Delivery,Distressed Denim Shorts,2,Express,Size M,Bottoms,49.99
Coach,Women's Accessories,Black,2037,Denmark,2023-03-30,ORD-1457,Delivered,Credit/Debit Card,Black Leather Crossbody Bag,3,Standard,One Size,Bags,249.99
Zara Kids,Kids Clothing,Purple and White,2037,United Kingdom,2023-03-30,ORD-308,Processing,Credit/Debit Card,Purple Floral Romper,1,Standard,Size 2,Rompers,94.99
Ralph Lauren Kids,Kids Clothing,Navy Blue,2377,South Africa,2023-03-30,ORD-587,Shipped,Credit/Debit Card,Navy Blue Polo Shirt,5,Standard,Size 6,Tops,39.99
Zara,Women's Clothing,Black,2440,Italy,2023-03-31,ORD-215,Shipped,Cash on Delivery,A-Line Mini Skirt,5,Express,Size XS,Skirts,59.99
Ralph Lauren Kids,Kids Clothing,Navy Blue,2191,Germany,2023-03-31,ORD-447,Cancelled,Credit/Debit Card,Navy Blue Polo Shirt,9,Standard,Size 6,Tops,39.99
Zara,Men's Clothing,Brown,2362,Portugal,2023-03-31,ORD-974,Delivered,Credit/Debit Card,Men's Leather Moto Jacket,3,Standard,Size XL,Jackets,599.99
Topshop,Women's Clothing,Red,2232,South Africa,2023-04-01,ORD-182,Delivered,Credit/Debit Card,Red Wrap Skirt,4,Standard,Size M,Skirts,59.99
Coach,Men's Shoes,Black,2061,Netherlands,2023-04-01,ORD-925,Cancelled,PayPal,Black Leather Boots,4,Standard,Size 9,Boots,299.99
Ralph Lauren,Men's Clothing,White,2044,Norway,2023-04-01,ORD-1063,Shipped,Credit/Debit Card,White Oxford Shirt,5,Standard,Size L,Dress Shirts,99.99
Mango,Women's Clothing,Pink,2209,Hong Kong,2023-04-01,ORD-465,Delivered,Credit/Debit Card,Pink Silk Blouse,4,Standard,Size XS,Tops,199.99
Reebok,Men's Shoes,White,2393,Brazil,2023-04-02,ORD-630,Delivered,Credit/Debit Card,Classic Leather Sneakers,2,Standard,Size 11,Athletic Shoes,79.99
Nike,Men's Clothing,Grey,2190,Netherlands,2023-04-02,ORD-793,Processing,Credit/Debit Card,Grey Sweatpants,2,Standard,Size M,Sweatpants,49.99
Hermès,Accessories,Black,2264,Japan,2023-04-02,ORD-532,Delivered,Credit/Debit Card,Oversized Sunglasses,2,Standard,One Size,Sunglasses,965
Zara,Women's Clothing,Beige,2268,Switzerland,2023-04-02,ORD-624,Delivered,Credit/Debit Card,Cropped Wide-Leg Pants,5,Standard,Size L,Bottoms,49.99
Ralph Lauren Kids,Kids Clothing,Orange and White,1996,United Kingdom,2023-04-02,ORD-1435,Delivered,Credit/Debit Card,Orange Striped Polo Shirt,2,Standard,Size 4,Tops,164.99
Zara,Women's Clothing,Blue,2358,Norway,2023-04-02,ORD-1039,Delivered,Credit/Debit Card,Blue Floral Dress,3,Standard,Size S,Dresses,79.99
Zara,Men's Clothing,Green,2357,South Africa,2023-04-03,ORD-944,Cancelled,Credit/Debit Card,Green Utility Jacket,2,Standard,Size XL,Jackets,129.99
Adida Kids,Kids Clothing,Blue and White,2025,United Arab Emirates,2023-04-03,ORD-1560,Delivered,Credit/Debit Card,Blue Striped T-Shirt,2,Standard,Size 2T,Tops,12.99
Ralph Lauren,Men's Clothing,White,2075,Brazil,2023-04-03,ORD-1483,Shipped,Cash on Delivery,White Oxford Shirt,2,Standard,Size L,Dress Shirts,99.99
Adidas Kids,Kids Clothing,Green,2269,China,2023-04-04,ORD-438,Cancelled,PayPal,Green Hooded Sweatshirt,1,Standard,Size 14,Tops,44.99
AllSaints,Men's Clothing,Black,2267,Italy,2023-04-04,ORD-460,Delivered,Credit/Debit Card,Black Leather Jacket,4,Standard,Size M,Jackets,499.99
Banana Republic,Men's Clothing,White,2169,Canada,2023-04-04,ORD-1021,Delivered,Credit/Debit Card,White Button-up Shirt,2,Standard,Size L,Shirts,69.99
Adida Kids,Kids Clothing,Blue and White,2280,United Kingdom,2023-04-04,ORD-580,Shipped,Credit/Debit Card,Blue Striped T-Shirt,6,Standard,Size 2T,Tops,12.99
Ralph Lauren Kids,Kids Clothing,Orange and White,1988,India,2023-04-05,ORD-1155,Delivered,Credit/Debit Card,Orange Striped Polo Shirt,2,Standard,Size 4,Tops,164.99
Zara,Women's Clothing,Black,2040,Egypt,2023-04-05,ORD-635,Delivered,Credit/Debit Card,A-Line Mini Skirt,2,Standard,Size XS,Skirts,59.99
Gap Kids,Kids Clothing,Red,2342,China,2023-04-06,ORD-432,Cancelled,PayPal,Red Puffer Jacket,4,Standard,Size 14/16,Jackets,79.99
H&M,Women's Clothing,Cream,2001,Norway,2023-04-06,ORD-1101,Delivered,Credit/Debit Card,Women's Faux Fur Coat,2,Standard,Size M,Outerwear,129.99
Zara Kids,Kids Clothing,Pink,2151,Japan,2023-04-07,ORD-577,Shipped,Credit/Debit Card,Pink Ruffled Skirt,6,Standard,Size 6,Skirts,29.99
Dr. Martens,Men's Shoes,Black,2169,Denmark,2023-04-07,ORD-612,Delivered,Credit/Debit Card,Black Leather Chelsea Boots,7,Standard,Size 10,Boots,169.99
Coach,Men's Clothing,Grey,2229,United Arab Emirates,2023-04-07,ORD-474,Delivered,Credit/Debit Card,Grey Turtleneck Sweater,2,Standard,Size L,Sweaters,129.99
Mango,Women's Clothing,Yellow,2022,Netherlands,2023-04-07,ORD-189,Shipped,Cash on Delivery,Yellow Sundress,7,Standard,Size M,Dresses,129.99
Coach,Men's Clothing,Grey,2237,United States,2023-04-07,ORD-334,Processing,Credit/Debit Card,Grey Turtleneck Sweater,3,Standard,Size L,Sweaters,129.99
Adidas Kids,Kids Clothing,Blue,2062,Brazil,2023-04-07,ORD-159,Delivered,Credit/Debit Card,Blue Denim Shorts,7,Standard,Size 4T,Shorts,19.99
Theory,Women's Clothing,Grey,2144,United Arab Emirates,2023-04-08,ORD-1346,Shipped,Credit/Debit Card,Grey Turtleneck Sweater,2,Standard,Size S,Sweaters,149.99
Ralph Lauren,Men's Clothing,White,1994,Germany,2023-04-08,ORD-1343,Delivered,Credit/Debit Card,White Oxford Shirt,3,Standard,Size L,Dress Shirts,99.99
Nike Kids,Kids Clothing,Gray,2339,Saudi Arabia,2023-04-08,ORD-714,Shipped,Cash on Delivery,Gray Joggers,9,Express,Size 12,Pants,34.99
J.Crew,Women's Clothing,Charcoal Grey,2147,Hong Kong,2023-04-08,ORD-127,Delivered,Credit/Debit Card,Women's Wool Peacoat,7,Standard,Size M,Outerwear,249.99
Zara,Accessories,Bourbon,2020,United Kingdom,2023-04-08,ORD-1374,Shipped,Credit/Debit Card,Leather Passport Case,3,Standard,One Size,Travel Accessories,125
Mango,Women's Clothing,Yellow,2371,Norway,2023-04-08,ORD-889,Cancelled,PayPal,Yellow Sundress,6,Standard,Size M,Dresses,129.99
Hermès,Accessories,Black,2318,United States,2023-04-09,ORD-672,Delivered,Credit/Debit Card,Oversized Sunglasses,9,Standard,One Size,Sunglasses,965
Brooks Brothers,Men's Clothing,Blue,2245,Portugal,2023-04-09,ORD-379,Cancelled,PayPal,Blue Dress Shirt,6,Standard,Size L,Dress Shirts,89.99
Dr. Martens,Men's Shoes,Black,2005,Italy,2023-04-09,ORD-472,Delivered,Credit/Debit Card,Black Leather Chelsea Boots,2,Standard,Size 10,Boots,169.99
H&M Kids,Kids Clothing,Gray,2057,Portugal,2023-04-09,ORD-1407,Delivered,Credit/Debit Card,Gray Sweatshirt,2,Standard,Size 6,Tops,19.99
Timberland,Men's Shoes,Brown,2057,India,2023-04-10,ORD-1166,Shipped,Credit/Debit Card,Brown Leather Boots,3,Standard,Size 9.5,Boots,179.99
Nike Kids,Kids Clothing,Purple,1989,Mexico,2023-04-11,ORD-705,Shipped,Cash on Delivery,Purple Leggings,6,Express,Size 7,Bottoms,16.99
Ralph Lauren,Men's Accessories,Black,2031,Switzerland,2023-04-11,ORD-1344,Shipped,Credit/Debit Card,Leather Briefcase,2,Standard,One Size,Briefcases,399.99
Coach,Men's Clothing,Navy Blue,2041,Portugal,2023-04-11,ORD-1176,Shipped,Cash on Delivery,Navy Blue Chinos,2,Standard,Size 34x32,Pants,98.99
H&M Kids,Kids Clothing,Pink and Green,2222,Switzerland,2023-04-11,ORD-301,Processing,Credit/Debit Card,Pink Floral Dress,4,Standard,Size 6,Dresses,24.99
J.Crew,Men's Clothing,Blue/White,2143,Greece,2023-04-12,ORD-1183,Shipped,Cash on Delivery,Striped Button-Up Shirt,2,Standard,Size XL,Tops,59.99
Mango,Women's Clothing,Ivory,2128,Japan,2023-04-12,ORD-1473,Shipped,Cash on Delivery,Ruffle-Trimmed Blouse,3,Standard,Size M,Tops,39.99
H&M Kids,Kids Clothing,Green,2069,France,2023-04-13,ORD-981,Delivered,Credit/Debit Card,Green Cargo Pants,8,Standard,Size 10,Pants,29.99
Coach,Accessories,Black,2303,Saudi Arabia,2023-04-13,ORD-538,Delivered,Credit/Debit Card,Leather Wallet,4,Standard,One Size,Wallets,250
Mango,Men's Clothing,Red/Black,2026,Brazil,2023-04-14,ORD-1503,Shipped,Cash on Delivery,Checked Flannel Shirt,2,Standard,Size S,Shirts,89.5
Steve Madden,Women's Shoes,Black,2028,India,2023-04-14,ORD-1338,Delivered,Credit/Debit Card,Lace-Up Combat Boots,3,Standard,Size 8,Boots,129.99
Canada Goose,Men's Clothing,Dark Green,2173,United Kingdom,2023-04-14,ORD-828,Processing,Credit/Debit Card,Men's Parka,3,Standard,Size XL,Jackets,999.99
H&M,Women's Clothing,Black,2109,Greece,2023-04-14,ORD-1226,Processing,Cash on Delivery,Black Ankle Boots,2,Express,Size 8,Shoes,129.95
Coach,Women's Accessories,Black,2063,Canada,2023-04-15,ORD-1597,Delivered,Credit/Debit Card,Black Leather Crossbody Bag,2,Standard,One Size,Bags,249.99
Gap Kids,Kids Clothing,Yellow,2430,Italy,2023-04-15,ORD-1005,Delivered,Credit/Debit Card,Yellow Graphic T-Shirt,3,Standard,Size XS,Tops,14.99
H&M,Men's Clothing,Brown,2042,Norway,2023-04-16,ORD-802,Processing,Credit/Debit Card,Brown Leather Loafers,4,Standard,Size 10,Shoes,149.99
Clarks,Men's Shoes,Taupe,2282,Italy,2023-04-16,ORD-908,Cancelled,PayPal,Suede Desert Boots,4,Standard,Size 9,Casual Shoes,99.99
Ralph Lauren Kids,Kids Clothing,White,2232,United States,2023-04-17,ORD-454,Cancelled,Credit/Debit Card,White Eyelet Dress,5,Standard,Size 7,Dresses,244.99
Zara,Men's Clothing,Brown,2004,Greece,2023-04-17,ORD-1254,Processing,Credit/Debit Card,Men's Leather Moto Jacket,3,Express,Size XL,Jackets,599.99
H&M Kids,Kids Clothing,Pink and Green,2116,Portugal,2023-04-17,ORD-1561,Delivered,Credit/Debit Card,Pink Floral Dress,2,Standard,Size 6,Dresses,24.99
Gap Kids,Kids Clothing,Yellow,2127,Tunisia,2023-04-17,ORD-1425,Delivered,Credit/Debit Card,Yellow Graphic T-Shirt,1,Standard,Size XS,Tops,14.99
Theory,Women's Clothing,Grey,2187,Spain,2023-04-18,ORD-786,Processing,Credit/Debit Card,Grey Turtleneck Sweater,7,Express,Size S,Sweaters,149.99
Suede Co.,Women's Clothing,Brown,2133,Tunisia,2023-04-18,ORD-139,Delivered,Credit/Debit Card,Women's Leather Biker Jacket,4,Standard,Size S,Jackets,399.99
Ralph Lauren,Men's Clothing,Navy,2285,Switzerland,2023-04-18,ORD-354,Processing,Credit/Debit Card,Wool Peacoat,3,Standard,Size L,Jackets,199.99
Ralph Lauren Kids,Kids Clothing,Orange and White,1998,Spain,2023-04-19,ORD-1575,Delivered,Credit/Debit Card,Orange Striped Polo Shirt,2,Standard,Size 4,Tops,164.99
Hermès,Accessories,Blue/White,2355,United States,2023-04-19,ORD-677,Delivered,Credit/Debit Card,Silk Scarf,10,Standard,One Size,Scarves,895
The North Face,Men's Clothing,Grey,2342,Japan,2023-04-19,ORD-550,Shipped,Credit/Debit Card,Men's Fleece Jacket,9,Standard,Size M,Jackets,99.99
Suede Co.,Women's Clothing,Brown,2048,Tunisia,2023-04-19,ORD-1119,Delivered,Credit/Debit Card,Women's Leather Biker Jacket,1,Standard,Size S,Jackets,399.99
Zara,Accessories,Brown,2388,United Kingdom,2023-04-20,ORD-536,Delivered,Credit/Debit Card,Leather Strap Watch,7,Standard,One Size,Watches,109.99
Zara,Women's Clothing,Beige,2009,Japan,2023-04-20,ORD-1324,Delivered,Credit/Debit Card,Cropped Wide-Leg Pants,1,Standard,Size L,Bottoms,49.99
AllSaints,Men's Clothing,Black,2119,Mexico,2023-04-20,ORD-649,Delivered,Credit/Debit Card,Black Leather Jacket,4,Standard,Size M,Jackets,499.99
Banana Republic,Women's Clothing,Cream,2049,Egypt,2023-04-21,ORD-1191,Shipped,Cash on Delivery,Cable Knit Sweater,2,Express,Size S,Sweaters,79.99
Ralph Lauren Kids,Kids Clothing,Navy Blue,2103,Portugal,2023-04-21,ORD-1287,Delivered,Credit/Debit Card,Navy Blue Polo Shirt,2,Standard,Size 6,Tops,39.99
Zara,Women's Clothing,Black,2050,Canada,2023-04-21,ORD-1195,Shipped,Cash on Delivery,A-Line Mini Skirt,2,Express,Size XS,Skirts,59.99
Topshop,Women's Clothing,Red,2138,Tunisia,2023-04-22,ORD-882,Cancelled,PayPal,Red Wrap Skirt,9,Standard,Size M,Skirts,59.99
Gap Kids,Kids Clothing,Pink,2179,South Africa,2023-04-23,ORD-840,Processing,Credit/Debit Card,Pink Floral Dress,10,Standard,Size 6,Dresses,24.99
H&M,Men's Clothing,Brown,2320,Switzerland,2023-04-23,ORD-522,Delivered,Credit/Debit Card,Brown Leather Loafers,8,Standard,Size 10,Shoes,149.99
Topshop,Women's Clothing,Burgundy,2107,United Arab Emirates,2023-04-24,ORD-133,Delivered,Credit/Debit Card,Women's Faux Leather Jacket,4,Standard,Size M,Jackets,99.99
Ralph Lauren Kids,Kids Clothing,White,2299,South Africa,2023-04-24,ORD-734,Shipped,Cash on Delivery,White Eyelet Dress,10,Express,Size 7,Dresses,244.99
Gap Kids,Kids Clothing,White,2373,Saudi Arabia,2023-04-24,ORD-283,Processing,Credit/Debit Card,White Lace Dress,2,Express,Size 5,Dresses,39.99
Nike Kids,Kids Clothing,Purple,2286,Brazil,2023-04-24,ORD-425,Cancelled,PayPal,Purple Leggings,6,Standard,Size 7,Bottoms,16.99
Allen Edmonds,Men's Accessories,Brown,2046,Hong Kong,2023-04-24,ORD-1458,Delivered,Credit/Debit Card,Brown Leather Belt,1,Standard,Size 34,Belts,79.99
H&M,Women's Clothing,Black,2102,Portugal,2023-04-25,ORD-1366,Shipped,Credit/Debit Card,Black Ankle Boots,2,Standard,Size 8,Shoes,129.95
Equipment,Women's Clothing,Ivory,2404,Switzerland,2023-04-25,ORD-648,Delivered,Credit/Debit Card,Ivory Silk Blouse,4,Standard,Size M,Blouses,249.99
Ralph Lauren,Men's Accessories,Black,2169,Netherlands,2023-04-25,ORD-924,Cancelled,PayPal,Leather Briefcase,8,Standard,One Size,Briefcases,399.99
Forever 21,Women's Clothing,Red,2150,India,2023-04-25,ORD-615,Delivered,Credit/Debit Card,Red Plaid Skirt,8,Standard,Size S,Skirts,39.99
H&M Kids,Kids Clothing,Blue,2117,Brazil,2023-04-25,ORD-1571,Delivered,Credit/Debit Card,Blue Denim Skirt,3,Standard,Size 8,Skirts,32.99
Mango,Women's Clothing,Black,2002,Portugal,2023-04-25,ORD-489,Delivered,Credit/Debit Card,Wrap-Front Jumpsuit,4,Standard,Size 6,Jumpsuits,69.99
Barbour,Men's Clothing,Navy,2395,United States,2023-04-26,ORD-966,Delivered,Credit/Debit Card,Men's Quilted Jacket,8,Standard,Size L,Jackets,299.99
The North Face,Women's Clothing,Black,2420,Saudi Arabia,2023-04-27,ORD-963,Delivered,Credit/Debit Card,Women's Puffer Jacket,5,Standard,Size S,Outerwear,199.99
Equipment,Women's Clothing,Ivory,2444,Egypt,2023-04-27,ORD-1068,Shipped,Credit/Debit Card,Ivory Silk Blouse,1,Standard,Size M,Blouses,249.99
Clarks,Men's Shoes,Taupe,2223,Tunisia,2023-04-28,ORD-628,Delivered,Credit/Debit Card,Suede Desert Boots,4,Standard,Size 9,Casual Shoes,99.99
Coach,Women's Accessories,Black,2333,Egypt,2023-04-28,ORD-617,Delivered,Credit/Debit Card,Black Leather Crossbody Bag,3,Standard,One Size,Bags,249.99
AllSaints,Men's Clothing,Black,2124,South Africa,2023-04-28,ORD-1489,Shipped,Cash on Delivery,Black Leather Jacket,3,Standard,Size M,Jackets,499.99
J.Crew,Men's Clothing,Green,2073,Switzerland,2023-04-29,ORD-750,Shipped,Cash on Delivery,Green Cargo Pants,9,Express,Size 32x32,Pants,89.99
Mango,Men's Clothing,Red/Blue,2421,Morocco,2023-04-29,ORD-352,Processing,Credit/Debit Card,Checkered Button-Down Shirt,5,Standard,Size L,Tops,49.99
Gap Kids,Kids Clothing,Yellow,2310,Japan,2023-04-30,ORD-445,Cancelled,Credit/Debit Card,Yellow Graphic T-Shirt,3,Standard,Size XS,Tops,14.99
Mango,Women's Accessories,Brown,2018,Portugal,2023-04-30,ORD-1218,Shipped,Cash on Delivery,Brown Leather Gloves,2,Express,Size M,Gloves,129.99
J.Crew,Men's Clothing,Green,2115,Portugal,2023-04-30,ORD-1170,Shipped,Credit/Debit Card,Green Cargo Pants,3,Standard,Size 32x32,Pants,89.99
H&M Kids,Kids Clothing,Green,2128,China,2023-04-30,ORD-1121,Delivered,Credit/Debit Card,Green Cargo Pants,2,Standard,Size 10,Pants,29.99
Coach,Accessories,Gray,2008,Japan,2023-04-30,ORD-253,Shipped,Cash on Delivery,Wool Fedora Hat,9,Express,Size M,Hats,195
Madewell,Women's Clothing,Black,2271,Mexico,2023-04-30,ORD-248,Shipped,Cash on Delivery,High-Rise Skinny Jeans,6,Express,Size 28,Jeans,128
Zara Kids,Kids Clothing,Red and Black,2307,Mexico,2023-04-30,ORD-164,Delivered,Credit/Debit Card,Red Plaid Button-Up Shirt,6,Standard,Size 4,Tops,86.99
Zara Kids,Kids Clothing,White,2335,Morocco,2023-04-30,ORD-866,Processing,PayPal,White Eyelet Skirt,2,Standard,Size 10,Skirts,72.99
Adidas Kids,Kids Clothing,Blue,2250,Spain,2023-04-30,ORD-859,Processing,PayPal,Blue Denim Shorts,3,Standard,Size 4T,Shorts,19.99
Nike Kids,Kids Clothing,Green,2080,United Arab Emirates,2023-05-01,ORD-1143,Delivered,Credit/Debit Card,Green Cargo Pants,2,Standard,Size 12,Bottoms,19.99
Adidas,Women's Shoes,Grey,2196,Norway,2023-05-01,ORD-796,Processing,Credit/Debit Card,Grey Sneakers,9,Standard,Size 8,Sneakers,99.99
GAP Kids,Kids Clothing,Blue and Green,2220,Egypt,2023-05-01,ORD-456,Delivered,Credit/Debit Card,Blue Plaid Button-Up Shirt,7,Standard,Size 5,Tops,19.99
Mango,Women's Clothing,Yellow,1996,China,2023-05-01,ORD-1309,Delivered,Credit/Debit Card,Yellow Sundress,2,Standard,Size M,Dresses,129.99
Coach,Women's Accessories,Black,2315,Greece,2023-05-01,ORD-905,Cancelled,PayPal,Leather Crossbody Bag,9,Standard,One Size,Bags,199.99
Burberry,Men's Clothing,Black,2324,Portugal,2023-05-02,ORD-696,Shipped,Cash on Delivery,Men's Hooded Parka,7,Express,Size L,Jackets,599.99
Mango,Women's Clothing,Caramel,2286,India,2023-05-02,ORD-251,Shipped,Cash on Delivery,Leather Tote Bag,5,Express,One Size,Handbags,195
H&M Kids,Kids Clothing,Green,2113,Germany,2023-05-02,ORD-711,Shipped,Cash on Delivery,Green Camo Pants,7,Express,Size 5,Pants,24.99
Mango,Women's Clothing,Navy,2089,China,2023-05-03,ORD-530,Delivered,Credit/Debit Card,Velvet Jumpsuit,6,Standard,Size S,Jumpsuits & Rompers,178
Mango,Women's Clothing,Black,2435,South Africa,2023-05-03,ORD-769,Shipped,Cash on Delivery,Wrap-Front Jumpsuit,1,Express,Size 6,Jumpsuits,69.99
Ralph Lauren,Men's Clothing,Pink,2156,Saudi Arabia,2023-05-03,ORD-362,Processing,PayPal,Pink Polo Shirt,10,Standard,Size M,Polo Shirts,69.99
H&M Kids,Kids Clothing,Gray,2209,Denmark,2023-05-03,ORD-987,Delivered,Credit/Debit Card,Gray Sweatshirt,9,Standard,Size 6,Tops,19.99
Zara Kids,Kids Clothing,White,1996,Greece,2023-05-03,ORD-1006,Delivered,Credit/Debit Card,White Eyelet Skirt,3,Standard,Size 10,Skirts,72.99
The North Face,Women's Clothing,Black,2176,Denmark,2023-05-04,ORD-403,Cancelled,PayPal,Women's Puffer Jacket,3,Standard,Size S,Outerwear,199.99
Coach,Women's Clothing,White,2086,China,2023-05-05,ORD-529,Delivered,Credit/Debit Card,White Lace Blouse,4,Standard,Size M,Tops,598
Ralph Lauren,Men's Clothing,Pink,2077,Denmark,2023-05-05,ORD-1062,Shipped,Credit/Debit Card,Pink Polo Shirt,4,Standard,Size M,Polo Shirts,69.99
Nike Kids,Kids Clothing,Green Camouflage,2126,Greece,2023-05-05,ORD-1153,Delivered,Credit/Debit Card,Green Camo Hoodie,1,Standard,Size M,Sweatshirts,21.99
Ralph Lauren Kids,Kids Clothing,Yellow and White,2427,United States,2023-05-06,ORD-319,Processing,Credit/Debit Card,Yellow Floral Sundress,9,Standard,Size 12,Dresses,248.99
Marmot,Women's Clothing,Navy Blue,2319,Canada,2023-05-06,ORD-977,Delivered,Credit/Debit Card,Women's Down Jacket,3,Standard,Size M,Outerwear,299.99
Mango,Women's Clothing,Navy,2120,United Arab Emirates,2023-05-06,ORD-1230,Processing,Cash on Delivery,Velvet Jumpsuit,2,Express,Size S,Jumpsuits & Rompers,178
Mango,Women's Clothing,Ivory,2438,Brazil,2023-05-07,ORD-633,Delivered,Credit/Debit Card,Ruffle-Trimmed Blouse,9,Standard,Size M,Tops,39.99
Ray-Ban,Unisex Accessories,Gold/Brown,2372,Canada,2023-05-08,ORD-636,Delivered,Credit/Debit Card,Classic Aviator Sunglasses,8,Standard,One Size,Eyewear,149.99
Burberry,Men's Clothing,Black,2334,Spain,2023-05-08,ORD-556,Shipped,Credit/Debit Card,Men's Hooded Parka,5,Standard,Size L,Jackets,599.99
Canada Goose,Men's Clothing,Dark Green,2251,France,2023-05-09,ORD-688,Delivered,Cash on Delivery,Men's Parka,2,Standard,Size XL,Jackets,999.99
Zara,Accessories,Brown,2345,China,2023-05-10,ORD-956,Delivered,Credit/Debit Card,Leather Strap Watch,7,Standard,One Size,Watches,109.99
Equipment,Women's Clothing,Ivory,2132,United Kingdom,2023-05-11,ORD-1488,Shipped,Cash on Delivery,Ivory Silk Blouse,2,Standard,Size M,Blouses,249.99
Topshop,Women's Clothing,Red,2045,Morocco,2023-05-11,ORD-1442,Delivered,Credit/Debit Card,Red Wrap Skirt,3,Standard,Size M,Skirts,59.99
Banana Republic,Women's Clothing,Cream,2179,Morocco,2023-05-11,ORD-631,Delivered,Credit/Debit Card,Cable Knit Sweater,2,Standard,Size S,Sweaters,79.99
AllSaints,Men's Clothing,Black,2039,Norway,2023-05-12,ORD-180,Delivered,Credit/Debit Card,Black Leather Jacket,2,Standard,Size M,Jackets,499.99
Topshop,Women's Clothing,Burgundy,2072,South Africa,2023-05-13,ORD-1253,Processing,Credit/Debit Card,Women's Faux Leather Jacket,2,Express,Size M,Jackets,99.99
Adidas Kids,Kids Clothing,Green,2248,Netherlands,2023-05-13,ORD-158,Delivered,Credit/Debit Card,Green Hooded Sweatshirt,4,Standard,Size 14,Tops,44.99
Nike Kids,Kids Clothing,Purple,2003,South Africa,2023-05-13,ORD-1405,Delivered,Credit/Debit Card,Purple Leggings,2,Standard,Size 7,Bottoms,16.99
Levi's,Men's Clothing,Blue,2049,Italy,2023-05-15,ORD-1382,Shipped,Credit/Debit Card,Men's Denim Jacket,2,Standard,Size XL,Jackets,119.99
Nike Kids,Kids Clothing,Green Camouflage,2192,Spain,2023-05-15,ORD-453,Cancelled,Credit/Debit Card,Green Camo Hoodie,8,Standard,Size M,Sweatshirts,21.99
Steve Madden,Women's Shoes,Black,2197,Hong Kong,2023-05-16,ORD-918,Cancelled,PayPal,Lace-Up Combat Boots,1,Standard,Size 8,Boots,129.99
Marmot,Women's Clothing,Navy Blue,2048,Tunisia,2023-05-16,ORD-277,Shipped,Credit/Debit Card,Women's Down Jacket,9,Express,Size M,Outerwear,299.99
Banana Republic,Men's Clothing,White,2295,United States,2023-05-16,ORD-741,Shipped,Cash on Delivery,White Button-up Shirt,9,Express,Size L,Shirts,69.99
Hermès,Accessories,Blue/White,2410,Portugal,2023-05-16,ORD-397,Cancelled,PayPal,Silk Scarf,4,Standard,One Size,Scarves,895
Zara Kids,Kids Clothing,Pink,2034,Switzerland,2023-05-16,ORD-1277,Processing,Credit/Debit Card,Pink Ruffled Skirt,3,Standard,Size 6,Skirts,29.99
Gap Kids,Kids Clothing,Yellow,2000,Mexico,2023-05-16,ORD-1565,Delivered,Credit/Debit Card,Yellow Graphic T-Shirt,2,Standard,Size XS,Tops,14.99
H&M,Men's Clothing,Gray,2026,Denmark,2023-05-19,ORD-941,Cancelled,PayPal,Gray Pullover Sweater,7,Standard,Size L,Sweaters,129
